Gene,F303_0ppm,F306_2ppm,F318_0ppm,F320_2ppm,F325_0ppm,F328_0ppm,F332_0ppm,F336_2ppm,F341_2ppm,F342_2ppm
Gm7334,0,0,0,0,0,0,0,0,0,0
Gm7337,0,0,1,0,2,0,0,0,0,0
Gm7367,0,0,0,0,0,0,0,0,0,0
Gm7444,3,0,1,0,0,1,1,0,0,1
Gm7457,0,1,0,0,0,0,0,0,0,0
Gm7534,0,0,0,0,1,0,0,0,0,0
Gm7538,8,4,12,10,10,10,11,9,5,4
Gm7550,37,8,36,26,35,25,57,37,32,18
Gm757,0,0,0,0,0,0,0,0,0,0
Gm7609,0,0,1,0,0,0,0,0,0,0
Gm7616,0,0,1,0,0,1,0,0,1,0
Gm765,1,1,0,0,0,0,0,1,0,0
Gm766,2,1,0,0,2,1,1,0,5,2
Gm7694,409,329,415,438,351,469,514,404,354,399
Gm7714,3,1,0,7,2,0,0,0,0,0
Gm773,0,0,0,0,1,0,0,0,0,0
Gm7849,0,0,0,0,0,0,0,0,0,0
Gm7854,16,16,5,5,12,10,5,13,7,7
Gm7861,0,0,0,0,0,0,0,0,0,0
Gm7903,0,0,0,0,0,0,0,0,0,0
Gm7904,0,1,0,1,0,0,1,0,0,0
Gm7977,0,2,0,0,1,0,0,0,0,1
Gm7978,0,0,0,0,0,0,0,0,0,0
Gm805,3,3,1,3,8,5,11,3,0,2
Gm806,0,0,0,0,0,0,0,0,0,0
Gm8096,0,0,0,0,0,1,0,0,0,0
Gm813,9774,7472,13389,9261,15332,12057,15043,10418,8270,8763
Gm815,131,66,163,122,179,157,178,134,102,119
Gm8179,2,4,4,2,4,7,4,3,1,0
Gm8221,166,111,196,188,202,175,175,156,143,143
Gm8234,4,4,1,5,8,6,3,1,4,1
Gm826,3,1,3,2,1,0,0,0,0,0
Gm8267,4,3,0,4,2,1,2,6,1,0
Gm829,1,3,0,0,2,2,0,1,0,0
Gm8298,0,0,1,0,0,0,0,0,0,0
Gm8300,0,2,1,2,0,0,0,1,0,0
Gm833,0,0,0,0,0,0,0,0,0,0
Gm8363,3,0,2,0,0,2,2,2,0,1
Gm8369,0,0,0,0,0,0,0,0,0,0
Gm839,981,657,1040,999,1241,1406,1340,1034,947,878
Gm8439,1,7,0,2,0,0,0,0,1,0
Gm8453,0,0,0,0,0,0,0,0,0,0
Gm853,0,0,0,1,2,2,0,2,0,1
Gm8579,18,28,37,44,21,44,30,39,22,35
Gm8580,0,4,5,1,1,0,0,0,0,0
Gm8615,36,12,8,21,11,9,12,8,1,8
Gm8633,0,0,0,0,0,0,0,0,0,0
Gm8660,0,0,0,0,0,0,0,0,0,0
Gm8677,0,0,0,0,0,0,0,0,0,0
Gm8693,0,0,0,0,0,0,0,0,0,0
Gm8709,0,1,0,1,4,5,2,5,0,1
Gm872,0,0,2,0,1,1,1,0,0,0
Gm8720,0,0,0,0,0,0,0,0,0,0
Gm8764,0,0,0,0,0,0,0,0,0,0
Gm8765,0,1,0,1,0,2,1,0,1,0
Gm8773,0,0,0,1,1,1,1,0,0,0
Gm8787,429,314,668,507,748,613,790,414,519,463
Gm8801,5887,4149,7392,5778,7930,6937,7251,6333,5765,5667
Gm8817,3,6,15,32,14,22,28,4,9,10
Gm884,0,1,0,0,0,0,0,0,0,0
Gm8882,0,0,0,0,0,0,0,0,0,0
Gm8883,0,0,0,0,0,0,0,0,0,1
Gm8884,0,1,0,0,0,1,0,0,0,0
Gm889,17,4,26,7,11,12,12,18,21,13
Gm8898,0,0,0,0,0,0,0,0,0,0
Gm8909,0,0,0,0,0,0,0,0,0,0
Gm8979,0,0,0,0,0,0,0,0,0,0
Gm8989,0,0,0,0,0,0,0,0,0,0
Gm8994,8,1,2,4,14,6,3,4,1,4
Gm9,2,0,1,0,0,0,0,0,0,0
Gm904,29,22,21,16,21,22,23,33,24,23
Gm9041,1,1,0,12,3,2,2,0,0,3
Gm9047,2,0,0,0,1,0,0,2,1,0
Gm9054,0,1,0,0,0,0,0,0,0,0
Gm906,2,0,0,0,2,1,0,3,0,1
Gm9079,2,7,1,4,1,1,2,1,0,1
Gm9112,6,2,1,1,3,4,2,4,7,2
Gm9125,0,0,0,3,1,0,0,0,2,1
Gm9159,0,1,1,1,0,0,1,0,0,0
Gm9199,28,30,36,57,76,70,67,24,44,60
Gm9268,0,0,0,1,0,0,0,0,0,0
Gm933,9,7,15,9,11,14,14,12,8,3
Gm9376,0,0,0,0,0,0,0,0,0,0
Gm94,0,0,0,0,0,0,0,0,0,0
Gm9513,1,2,5,2,4,1,5,0,1,1
Gm9573,1,0,1,2,0,0,0,0,0,0
Gm960,3,13,10,2,12,3,9,1,4,1
Gm9696,9,1,2,0,0,0,0,1,0,0
Gm97,6598,3863,7150,5941,8855,8335,8959,5885,4850,4975
Gm9705,2,0,0,4,1,0,0,1,0,0
Gm973,104,73,111,126,125,130,166,132,110,111
Gm9731,0,0,0,0,0,1,0,0,0,0
Gm9733,8,7,15,15,24,10,9,12,8,6
Gm9758,0,1,0,0,1,2,1,3,1,1
Gm9767,2,0,0,0,0,0,0,0,0,0
Gm9776,40,39,36,32,31,29,30,26,23,43
Gm9833,453,220,241,336,249,285,262,305,173,189
Gm9839,0,1,0,0,0,0,0,0,0,0
Gm9846,0,0,0,0,0,0,0,0,0,0
Gm9855,0,0,0,0,0,0,0,0,0,0
Gm9866,0,3,4,3,0,2,0,1,2,2
Gm9871,0,0,0,0,0,0,0,0,0,0
Gm9895,3,0,0,0,0,0,0,0,0,0
Gm9897,51,47,61,49,61,66,73,72,65,44
Gm9899,2,0,0,1,1,0,1,0,1,0
Gm9920,139,108,153,150,130,169,143,167,133,118
Gm9926,0,1,0,0,0,0,0,0,0,0
Gm9958,26,26,4,8,9,9,1,7,0,3
Gm996,3,0,0,0,0,0,0,2,0,1
Gm9961,23,4,13,17,19,12,7,3,1,1
Gm9962,7,4,9,5,6,15,7,9,7,5
Gm9992,1,0,0,0,1,0,0,0,0,0
Gm9994,0,0,0,0,0,0,0,0,0,0
Gm9999,38,29,67,39,76,47,80,35,55,24
Gmcl1,4326,3266,4463,4457,4418,4955,4938,4622,3935,4040
Gmcl1l,0,0,0,0,0,0,0,0,0,0
Gmds,1369,963,1607,1289,1613,1579,1632,1471,1169,1201
Gmeb1,204,152,237,216,224,263,227,229,176,153
Gmeb2,93,83,74,69,48,45,49,48,20,27
Gmfb,1841,1349,1467,1511,1367,1327,1338,1314,924,1035
Gmfg,0,0,0,0,0,0,0,0,0,1
Gmip,542,450,614,512,584,625,539,580,589,496
Gml,0,0,0,0,0,0,0,0,0,0
Gmnc,0,0,0,3,0,0,0,0,0,1
Gmnn,1327,884,1440,1110,1354,1351,1384,1232,886,902
Gmppa,393,245,185,260,212,227,179,134,108,108
Gmppb,188,77,87,82,82,69,85,36,20,21
Gmpr,1472,1246,1610,1454,1865,1697,1830,1666,1229,1403
Gmpr2,241,162,99,131,89,55,78,72,26,41
Gmps,4992,3857,5143,5165,5455,5181,5687,4927,4252,4402
Gna11,688,467,402,414,427,341,357,381,210,212
Gna12,1126,1022,1331,913,1065,1065,1111,1141,864,1074
Gna13,1035,796,1034,978,1031,967,870,861,687,705
Gna14,1397,892,1460,1315,1705,1740,1663,1385,1303,1294
Gna15,0,0,0,0,0,0,0,0,0,0
Gnai1,1440,1063,1407,1401,1247,1455,1650,1626,1388,1257
Gnai2,2596,1715,2125,2034,2365,2142,2070,2011,1495,1643
Gnai3,5041,3876,4086,4668,4422,4499,4699,4389,3551,3542
Gnal,55,40,25,42,26,29,29,13,13,16
Gnao1,15,6,2,1,2,2,2,0,0,1
Gnaq,387,254,257,247,195,235,234,222,115,136
Gnas,7006,5060,5459,5312,5170,4412,4537,4327,2888,3423
Gnat1,17,14,21,21,19,33,26,35,14,15
Gnat2,161,121,201,191,154,195,248,189,132,170
Gnat3,6,3,2,2,5,8,7,1,7,5
Gnaz,183,177,210,195,223,230,191,223,176,165
Gnb1,2112,1544,1432,1744,1481,1446,1371,1290,825,946
Gnb1l,440,318,493,368,498,438,560,419,326,368
Gnb2,574,390,308,410,313,309,252,243,151,196
Gnb2l1,1635,898,1147,1027,1072,952,910,756,570,566
Gnb3,0,1,3,1,0,3,4,1,0,0
Gnb4,4289,3676,5198,3999,5085,5138,5414,4837,4020,4079
Gnb5,469,374,398,394,388,351,428,334,234,242
Gne,342,290,328,258,350,265,233,289,179,218
Gng10,427,188,227,181,243,219,129,197,85,80
Gng11,3,6,2,2,2,4,2,0,0,0
Gng12,4480,3964,4894,4502,4568,4991,5122,4882,4412,4106
Gng13,58,1,11,8,8,7,7,6,1,3
Gng2,18,12,16,20,20,27,19,18,17,18
Gng3,1433,1043,1695,1380,2014,1838,1995,1497,1254,1230
Gng4,82,40,103,95,103,80,123,75,72,64
Gng5,111,41,102,58,104,94,94,44,24,24
Gng7,111,135,17,18,8,18,1,9,7,5
Gng8,0,3,1,0,1,1,0,0,0,2
Gngt1,0,0,0,0,0,0,0,0,0,0
Gngt2,1,7,0,0,1,0,0,1,0,0
Gnl1,815,564,575,529,530,510,440,467,340,369
Gnl2,3434,2968,3705,3404,3943,3981,4153,3818,3243,3292
Gnl3,1355,1138,1439,1338,1510,1482,1439,1265,1080,1045
Gnl3l,390,272,190,254,152,139,117,81,42,59
Gnmt,46,30,63,28,56,50,44,55,24,33
Gnpat,1849,1347,1424,1593,1405,1454,1448,1348,1016,1034
Gnpda1,235,147,94,187,53,67,69,52,6,18
Gnpda2,1945,1634,2295,1845,2431,1838,2270,2204,1794,1603
Gnpnat1,1153,779,1167,1113,1298,1248,1236,1121,917,924
Gnptab,1406,1128,1199,1274,1377,1208,1330,1142,1154,1131
Gnptg,854,631,984,815,1031,825,1040,860,625,695
Gnrh1,898,478,1114,734,1165,1161,1143,699,600,681
Gnrhr,0,0,3,0,0,1,0,0,1,0
Gns,1470,1238,979,1060,1002,932,989,982,816,751
Golga1,222,233,109,186,109,75,97,67,31,36
Golga2,1904,1676,2445,2362,2156,2451,2202,2146,1971,2075
Golga3,1578,1500,1839,1852,1814,2022,1867,1657,1568,1610
Golga4,3699,2871,3497,3321,3318,3857,3481,3510,2983,3314
Golga5,3756,2864,3767,3549,3553,4081,4235,4099,3150,3446
Golga7,2682,2071,2689,2348,2685,2797,2907,2515,2125,2089
Golga7b,0,0,0,2,0,0,0,0,0,1
Golgb1,1480,1055,1350,1433,1338,1466,1273,1130,969,1112
Golim4,659,376,217,426,268,258,159,145,41,89
Golm1,3578,3109,4443,3648,4257,3959,4350,4002,3394,3425
Golph3,6014,5082,6835,5481,5807,7137,6684,7736,5402,4618
Golph3l,1276,1069,1342,1185,1194,1402,1362,1214,966,997
Golt1a,3,0,0,0,1,1,1,0,0,0
Golt1b,578,379,398,473,400,330,364,317,242,274
Gon4l,1568,1382,1672,2005,1730,1974,1880,1667,1768,1894
Gopc,532,344,366,409,374,396,335,361,257,272
Gorab,248,163,187,159,129,111,127,131,93,111
Gorasp1,582,440,505,524,499,523,537,427,303,364
Gorasp2,6554,5103,7036,6587,7484,7602,7987,6888,6228,6024
Gosr1,578,513,512,539,390,397,457,439,270,288
Gosr2,2462,1971,2465,2243,2445,2396,2329,2176,1801,1942
Got1,1166,736,1011,999,893,932,998,901,538,623
Got1l1,72,54,85,50,92,105,102,76,52,74
Got2,888,689,650,869,762,747,700,651,528,496
Gp1ba,2,1,0,0,0,0,0,0,0,0
Gp1bb,0,0,0,0,0,0,0,0,0,0
Gp2,21,4,4,2,2,5,3,5,0,2
Gp49a,2,4,0,0,0,0,0,0,0,0
Gp5,24,31,24,5,34,29,21,26,13,23
Gp6,7,3,3,7,4,8,2,1,3,2
Gp9,0,0,0,0,0,0,0,0,0,0
Gpa33,64,46,83,84,65,77,74,60,48,58
Gpaa1,505,351,398,448,346,325,292,288,212,231
Gpam,474,473,116,416,186,134,152,106,17,47
Gpank1,323,225,392,331,397,407,364,329,304,294
Gpat2,134,137,192,60,96,102,125,127,105,56
Gpatch1,1330,1005,1311,1417,1482,1619,1633,1515,1175,1294
Gpatch11,690,517,801,715,791,821,927,786,707,619
Gpatch2,523,366,432,474,466,502,494,513,399,411
Gpatch2l,1039,931,1068,912,1097,1152,1058,930,842,906
Gpatch3,219,160,237,193,286,182,227,186,178,186
Gpatch4,279,167,208,226,253,215,217,186,179,158
Gpatch8,1917,1730,2080,1949,1888,2297,2018,1843,1752,1934
Gpbar1,3,1,2,1,1,1,2,2,2,0
Gpbp1,11169,9962,11944,11695,12197,12083,12846,12445,11023,11206
Gpbp1l1,375,317,392,437,455,348,386,375,290,304
Gpc1,199,272,166,167,151,135,168,170,100,113
Gpc2,78,60,71,47,48,41,50,58,40,44
Gpc3,272,163,78,54,102,128,50,79,41,50
Gpc4,1293,1608,200,563,145,244,201,163,55,74
Gpc5,21,12,41,26,29,20,27,26,21,26
Gpc6,4,2,1,9,5,3,0,1,0,8
Gpcpd1,2864,2415,3000,2791,2974,2913,2952,3249,2667,2356
Gpd1,11,14,1,12,2,8,0,7,1,0
Gpd1l,4003,3258,4424,3704,4392,4682,4632,4378,3386,3665
Gpd2,542,296,312,482,434,287,336,315,206,263
Gpha2,5,4,2,3,3,1,2,2,1,0
Gphb5,6,2,6,3,0,12,3,3,4,3
Gphn,498,343,480,406,474,442,440,393,397,359
Gpi1,2059,1372,1461,1881,1879,1668,1625,1460,991,1154
Gpihbp1,4,8,11,11,25,2,24,10,6,8
Gpkow,526,468,239,327,190,175,169,152,62,65
Gpld1,221,189,232,201,194,198,188,192,142,148
Gpm6a,1744,915,1363,1271,1242,1685,1539,1473,1354,1400
Gpm6b,438,421,192,376,170,147,75,111,39,38
Gpn1,1757,1397,1945,1770,2084,1853,1901,1700,1608,1556
Gpn2,1248,994,1441,1245,1540,1874,1808,1592,1265,1255
Gpn3,260,195,193,150,129,109,128,116,68,82
Gpnmb,377,315,445,445,506,449,526,384,363,391
Gpr1,3268,2450,4080,3437,4436,4697,4643,3883,3455,3382
Gpr101,0,0,0,0,0,0,0,0,0,0
Gpr107,811,611,734,757,684,662,671,658,547,509
Gpr108,972,818,892,832,919,903,888,825,619,622
Gpr110,1,5,3,0,0,0,0,8,0,0
Gpr111,0,0,0,1,0,2,1,0,2,3
Gpr113,1,0,0,0,0,0,0,0,0,0
Gpr114,130,86,127,116,177,137,129,112,83,124
Gpr115,0,3,1,5,2,1,3,5,0,3
Gpr116,1527,1190,298,841,274,366,171,126,107,157
Gpr119,2,0,0,0,1,0,0,4,0,0
Gpr12,19,18,22,19,27,36,36,22,27,30
Gpr123,0,0,0,0,0,3,0,0,1,0
Gpr124,17,6,16,6,38,21,26,9,1,11
Gpr125,5159,4028,4806,5304,5040,5233,4804,4446,3834,4036
Gpr126,84,56,77,74,78,72,109,100,70,66
Gpr128,6,3,2,7,5,7,1,1,0,1
Gpr132,0,0,0,0,0,0,0,0,0,0
Gpr133,36,26,52,45,63,60,39,56,44,60
Gpr135,1,5,5,2,0,1,3,1,3,0
Gpr137,378,260,398,339,373,335,372,368,324,315
Gpr137b,353,321,382,290,324,422,413,436,289,316
Gpr137b-ps,937,717,1031,868,876,984,1103,940,848,876
Gpr137c,408,258,541,396,474,540,504,475,393,333
Gpr139,0,0,0,0,0,0,0,0,0,0
Gpr141,7,4,0,6,8,0,0,5,0,0
Gpr142,8,4,5,4,4,2,10,3,0,3
Gpr143,41,20,40,32,48,56,47,31,35,26
Gpr146,64,60,58,48,49,41,50,62,34,29
Gpr149,1106,751,1197,1140,1404,1207,1378,1178,1084,1068
Gpr15,0,0,0,2,0,0,0,1,0,0
Gpr150,2,0,0,0,0,0,0,0,0,0
Gpr151,0,0,1,0,0,2,1,1,0,0
Gpr152,0,0,0,0,0,0,0,0,0,0
Gpr153,40,51,30,21,24,30,21,20,9,21
Gpr155,560,457,627,506,520,552,591,503,541,469
Gpr156,9,13,16,13,26,15,33,17,21,6
Gpr157,1,8,1,0,1,1,0,0,0,0
Gpr158,324,224,405,413,358,409,411,389,365,379
Gpr160,14,14,23,25,21,22,30,27,16,19
Gpr161,1,1,2,2,2,0,4,1,0,0
Gpr162,0,1,0,0,0,0,0,0,0,0
Gpr165,82,65,28,78,38,35,30,19,5,9
Gpr17,0,1,1,5,0,3,3,2,0,0
Gpr171,7,0,2,1,1,2,0,1,0,1
Gpr173,3,4,3,0,2,0,0,0,0,0
Gpr174,14,19,21,8,13,5,18,15,8,11
Gpr176,9,13,7,13,13,22,12,6,17,3
Gpr179,14,2,1,7,3,7,5,2,0,0
Gpr18,3,0,0,0,0,0,1,0,0,0
Gpr180,2970,2331,3354,2632,3614,3205,3343,2865,2317,2367
Gpr182,8,1,1,0,0,0,0,0,0,0
Gpr183,7,11,2,1,2,1,0,3,0,2
Gpr19,335,272,441,334,339,354,398,443,276,252
Gpr20,57,64,69,46,50,44,61,73,44,34
Gpr21,29,31,49,51,40,57,54,71,41,58
Gpr22,9,10,7,5,10,18,10,6,11,12
Gpr25,7,3,6,15,9,7,6,0,1,4
Gpr26,1,1,2,0,0,6,1,3,0,0
Gpr27,119,110,119,75,83,79,116,74,77,94
Gpr3,1946,1635,2035,1888,2018,2267,2097,2141,1830,1942
Gpr30,18,22,16,20,10,14,30,19,17,15
Gpr31b,0,0,0,0,0,0,0,0,0,0
Gpr33,0,0,0,0,1,0,0,0,0,0
Gpr34,2,5,4,1,1,3,2,0,0,0
Gpr35,1364,1069,1484,1511,1737,1755,1760,1620,1410,1396
Gpr37,1,11,1,1,2,9,0,5,0,1
Gpr37l1,0,0,0,0,1,0,0,2,0,4
Gpr39,13,3,7,10,10,4,8,3,7,5
Gpr4,0,5,0,1,3,5,1,1,3,1
Gpr44,7,4,4,4,4,7,9,1,4,3
Gpr45,0,2,7,6,5,1,10,1,7,2
Gpr50,34,17,28,21,23,57,31,33,20,28
Gpr52,1,1,1,6,1,2,2,1,2,2
Gpr55,6,8,7,6,6,10,3,9,0,1
Gpr56,5761,4909,3958,4180,4049,4280,3949,3480,3153,3215
Gpr6,0,0,0,0,0,0,0,0,0,0
Gpr61,0,0,0,0,0,0,0,0,0,0
Gpr62,1,3,3,0,3,1,1,6,2,3
Gpr63,26,11,12,55,24,47,54,35,35,39
Gpr64,37,7,14,17,7,24,14,12,11,7
Gpr65,4,0,0,0,0,0,0,0,0,0
Gpr68,1138,890,1438,991,1344,1217,1387,1185,1086,1075
Gpr75,24,16,25,31,39,41,34,23,31,27
Gpr81,2,1,0,1,0,0,2,1,1,0
Gpr82,2,1,0,1,0,0,0,0,0,0
Gpr83,38,19,27,19,30,14,19,31,10,18
Gpr84,17,15,9,25,12,24,31,12,19,16
Gpr85,1,1,0,0,0,0,0,0,0,0
Gpr87,0,0,1,0,0,0,0,0,0,0
Gpr88,10,6,2,6,24,4,11,4,8,11
Gpr89,650,436,564,554,590,571,576,524,431,414
Gpr97,3,0,8,2,4,3,4,0,2,0
Gpr98,181,153,139,174,97,131,92,113,74,111
Gprasp1,2221,1710,695,1674,750,589,504,332,208,303
Gprasp2,376,332,101,262,89,84,88,64,17,27
Gprc5a,26,14,28,28,40,24,34,40,27,28
Gprc5b,46,30,25,18,22,12,18,20,8,5
Gprc5c,1389,1121,1597,1281,1516,1596,1648,1515,1179,1302
Gprc5d,1,0,0,0,1,0,1,3,0,0
Gprc6a,0,0,0,0,0,0,4,2,0,0
Gprin1,3,4,6,3,3,3,2,7,0,5
Gprin2,0,0,0,1,0,0,0,0,0,1
Gprin3,4,20,0,1,3,1,0,1,2,0
Gps1,554,367,463,450,504,453,441,433,305,312
Gps2,625,428,514,507,492,505,500,472,385,345
Gpsm1,1185,550,297,460,285,334,222,106,47,96
Gpsm2,1286,789,1350,1035,1019,1146,1314,1003,732,706
Gpsm3,13,10,0,1,1,1,1,2,0,0
Gpt,15,17,13,9,11,8,8,10,14,2
Gpt2,1481,1151,1287,1199,1273,1350,1219,1304,1047,1062
Gpx1,905,499,562,512,494,319,309,264,99,152
Gpx2,0,0,0,0,0,0,0,0,0,0
Gpx2-ps1,2,1,0,1,0,1,0,0,0,0
Gpx3,2149,1412,1792,1846,1820,1431,1674,1883,1004,1123
Gpx4,173,102,146,125,183,147,130,71,46,61
Gpx5,25,1,2,17,6,1,295,1,163,5
Gpx6,375,301,491,351,496,391,456,366,340,324
Gpx7,643,235,269,501,226,181,149,120,16,50
Gpx8,170,104,32,77,36,38,32,23,8,16
Gramd1a,314,252,62,157,56,65,45,48,14,17
Gramd1b,155,164,54,172,45,66,58,45,8,23
Gramd1c,1359,938,1459,1479,1740,1727,1667,1469,1459,1378
Gramd2,55,16,51,55,74,37,58,53,25,44
Gramd3,157,75,52,89,33,43,22,9,7,9
Gramd4,337,378,218,214,166,214,206,208,141,135
Grand Total,57327512,43319553,56990229,53681036,58957292,57796269,58996990,53163788,43759750,44522076
Grap,2,5,0,2,0,0,1,1,0,1
Grap2,5,3,10,3,5,7,4,5,5,9
Grasp,233,171,301,225,235,271,265,187,180,214
Grb10,699,688,907,784,792,851,764,803,842,746
Grb14,390,307,532,1060,156,161,186,432,53,179
Grb2,814,662,834,651,724,680,742,628,564,550
Grb7,17,8,5,2,14,13,16,11,3,4
Grcc10,322,185,172,164,141,130,132,91,47,59
Greb1,1160,757,563,1799,412,588,508,286,142,228
Greb1l,418,363,164,515,97,157,155,148,28,65
Grem1,6,25,12,47,1,36,60,30,6,6
Grem2,17,17,5,16,7,7,6,9,0,1
Grhl1,3117,2710,3763,3642,3809,4382,4163,4343,3592,3528
Grhl2,208,102,190,149,197,197,251,207,187,185
Grhl3,28,3,4,2,5,8,6,9,5,2
Grhpr,888,582,633,683,630,557,540,455,283,318
Gria1,0,0,0,3,0,0,1,0,1,0
Gria2,0,1,0,0,4,0,2,0,2,0
Gria3,13,1,0,6,1,1,1,1,0,1
Gria4,298,258,379,321,402,387,393,307,331,299
Grid1,44,29,60,60,41,49,75,46,30,27
Grid2,24,13,24,21,20,12,18,15,13,19
Grid2ip,0,2,1,1,0,4,0,3,2,1
Grifin,0,0,0,0,0,0,0,0,0,0
Grik1,49,19,41,32,39,45,54,40,31,49
Grik2,32,26,34,40,28,60,28,46,61,31
Grik3,52,126,10,14,4,8,5,6,2,5
Grik4,17,13,22,5,20,19,28,34,24,18
Grik5,146,113,85,71,78,86,76,94,44,72
Grin1,1,0,0,3,0,0,0,1,0,0
Grin2a,2,0,4,1,3,0,2,1,0,0
Grin2b,17,10,28,31,37,47,12,27,7,26
Grin2c,6,7,8,49,10,7,11,5,0,1
Grin2d,14,10,2,8,15,7,5,8,3,17
Grin3a,6,4,6,18,19,16,7,11,7,23
Grin3b,2,3,9,2,4,4,2,1,1,3
Grina,1789,1522,1891,1679,1913,1914,2071,1979,1518,1687
Grip1,267,206,255,263,228,280,277,264,253,245
Grip2,0,0,2,2,3,2,2,1,1,0
Gripap1,327,237,204,174,132,152,180,218,131,129
Grk1,0,0,1,0,0,1,0,1,0,0
Grk4,56,28,44,33,26,57,28,60,39,21
Grk5,121,116,172,161,149,217,171,146,148,145
Grk6,379,272,154,251,122,117,90,84,19,25
Grlf1,849,650,490,757,493,579,512,444,336,365
Grm1,36,25,52,44,43,56,37,49,52,38
Grm2,1908,1276,2244,1874,2406,2375,2481,2125,1577,1736
Grm3,3,4,1,3,9,5,1,2,11,12
Grm4,234,199,313,237,301,278,297,294,201,247
Grm5,8,4,3,2,5,1,2,3,1,4
Grm6,0,0,0,1,0,0,0,0,0,0
Grm7,16,20,27,23,17,25,27,23,40,16
Grm8,336,180,342,306,355,359,404,340,279,275
Grn,1750,1448,1268,1450,1292,1166,1251,1456,864,1053
Grp,4,0,0,2,2,2,1,0,1,0
Grpel1,1728,1161,1799,1371,1791,1616,1811,1560,1159,1170
Grpel2,374,343,436,304,275,299,363,316,193,223
Grpr,9,1,12,5,11,11,9,5,12,9
Grrp1,0,0,0,3,3,2,5,2,0,4
Grsf1,2732,2416,2627,2573,2687,2552,2597,2513,1997,2016
Grtp1,47,49,25,23,17,25,26,31,11,7
Grwd1,445,276,299,213,251,239,182,195,125,118
Grxcr1,3,0,0,3,0,1,1,0,3,1
Grxcr2,2,1,5,5,7,4,1,2,5,6
Gsc,24,32,29,10,19,23,21,22,16,14
Gsc2,0,0,0,0,0,0,0,0,0,0
Gsdma,0,0,0,1,0,0,0,0,0,0
Gsdma2,0,2,0,0,0,0,0,0,0,0
Gsdma3,0,0,0,0,0,0,0,0,0,0
Gsdmc,9,7,15,11,10,14,8,7,1,7
Gsdmc2,444,320,468,495,478,492,550,519,431,437
Gsdmc3,254,186,253,232,256,237,256,308,216,207
Gsdmc4,196,142,282,224,273,273,199,218,188,184
Gsdmcl1,5,0,2,1,5,2,2,3,1,2
Gsdmcl-ps,15,7,5,14,21,15,23,12,13,11
Gsdmd,155,138,26,48,24,31,17,16,5,12
Gse1,2170,1890,2599,2649,2507,3257,2697,2453,2374,2640
Gsg1,1,0,3,4,1,4,1,1,0,3
Gsg1l,27,50,14,49,24,33,41,9,2,7
Gsg2,2718,2288,3165,3085,3545,3418,3828,3495,3086,2998
Gsk3a,714,516,666,547,622,662,615,523,458,465
Gsk3b,584,455,387,459,369,369,374,379,315,282
Gskip,177,96,74,83,75,66,72,63,38,37
Gsn,221,70,21,43,36,37,18,40,23,29
Gspt1,3192,2344,2698,2885,3070,2744,2833,2566,2109,2185
Gspt2,2704,2025,2915,2765,3069,3362,3290,3089,2549,2660
Gsr,1043,708,398,618,373,390,247,283,139,174
Gss,178,100,121,125,105,115,96,100,60,76
Gsta1,0,0,0,0,0,0,0,1,0,0
Gsta2,26,23,36,30,67,40,40,44,32,28
Gsta3,47,17,5,1,13,13,9,10,7,4
Gsta4,929,1046,1142,1136,1358,1168,1362,1091,901,741
Gstcd,175,109,150,136,160,164,169,147,152,101
Gstk1,99,63,107,92,118,69,108,76,59,75
Gstm1,1658,1364,290,280,168,160,58,144,25,23
Gstm2,2083,1581,332,354,211,195,84,122,31,33
Gstm3,0,0,0,1,0,0,0,0,0,0
Gstm4,37,24,22,22,22,21,10,13,6,2
Gstm5,2449,1607,2666,1936,2841,2176,2685,2176,1424,1622
Gstm6,303,274,159,137,142,116,174,114,100,91
Gstm7,119,125,23,83,23,23,23,36,10,16
Gsto1,182,170,114,158,92,88,47,63,27,30
Gsto2,0,2,7,0,5,6,2,4,9,2
Gstp1,249,149,165,179,169,131,94,100,61,77
Gstp2,21,6,14,20,22,14,20,16,8,14
Gstt1,46,21,3,3,7,3,3,4,7,4
Gstt2,352,264,519,240,498,342,405,367,268,205
Gstt3,64,28,13,10,8,7,6,4,3,2
Gstt4,40,14,24,26,37,38,52,23,24,37
Gstz1,360,294,312,291,299,311,344,323,220,239
Gsx1,0,0,0,2,1,0,0,1,2,1
Gsx2,2,0,1,0,0,2,0,0,0,1
Gt(ROSA)26Sor,211,168,192,179,183,173,148,140,103,122
Gtdc1,1354,1044,1479,1483,1618,1669,1837,1580,1367,1416
Gtdc2,271,264,229,233,228,238,199,198,117,174
Gtf2a1,5398,4542,4983,5269,4398,5502,4570,4908,4660,4724
Gtf2a1l,1019,811,1411,818,1264,1075,1167,1239,908,846
Gtf2a2,1352,900,1174,1060,1272,1169,1222,991,728,780
Gtf2b,5641,3778,5952,5364,6064,6087,6667,5582,4799,4759
Gtf2e1,426,288,236,351,248,252,265,267,141,177
Gtf2e2,3029,2336,2720,2768,2467,2274,2307,2159,1480,1590
Gtf2f1,1954,1451,2063,1929,2022,2252,2215,2053,1633,1755
Gtf2f2,1613,1208,1742,1540,1806,1802,1955,1639,1340,1468
Gtf2h1,2139,1734,2130,2159,2495,2345,2471,2182,1800,1959
Gtf2h2,1534,1065,1417,1350,1629,1388,1615,1419,1188,1256
Gtf2h3,1069,757,919,1147,1063,1025,1167,1061,757,748
